district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group,training_split,survey_weight,normalized_reference_weight,calibrated_reference_weight_gender_ur
Kallakurichi,34,Rural,16,Male,1,6,7,Casual labour in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,10888.0,Scheduled Tribe,train,7436731,2.936013306675216,2.9453642813702574
Kallakurichi,34,Rural,16,Male,1,5,4,Casual labour in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,8067.0,Scheduled Caste,validation,2901441,1.1454857496570798,1.149134032937752
Kallakurichi,34,Rural,16,Male,1,6,5,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,10117.0,Scheduled Caste,train,8597049,3.3941055904992203,3.404915553593358
Kallakurichi,34,Rural,16,Male,1,5,4,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,12433.0,Other Backward Class,train,1379384,0.5445793022518747,0.5463137450976284
Kallakurichi,34,Rural,22,Male,1,5,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9403.0,Other Backward Class,train,1379384,0.5445793022518747,0.5463137450976284
Kallakurichi,34,Rural,18,Male,1,5,3,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,11283.0,Other Backward Class,validation,426973,0.16856847579817488,0.16910535332117066
Kallakurichi,34,Rural,16,Male,1,5,3,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,11087.0,Other Backward Class,validation,367971,0.14527455039997894,0.14573723857701656
Kallakurichi,34,Rural,22,Male,1,5,3,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,9358.0,Scheduled Caste,validation,1442948,0.5696743002860248,0.5714886687544097
Kallakurichi,34,Rural,65,Male,2,1,6,Casual labour in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,12817.0,Other Backward Class,train,2903525,1.1463085105894184,1.1499594142998553
Kallakurichi,34,Rural,60,Male,2,1,2,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,0.0,7183.0,Other Backward Class,train,2083901,0.8227218472462953,0.8253421525280074
Kallakurichi,34,Rural,69,Male,2,1,4,Casual labour in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,6258.0,Scheduled Tribe,train,5514875,2.1772666491030104,2.1842010745342
Kallakurichi,34,Rural,62,Male,2,1,2,Casual labour in agriculture,Illiterate,Not literate,Employed,Employed,0.0,8067.0,Scheduled Caste,train,5887543,2.3243955699920464,2.3317985896264757
Kallakurichi,34,Rural,62,Male,2,1,4,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,13983.0,Other Backward Class,train,1156482,0.4565778351980685,0.4580320001957363
Kallakurichi,34,Rural,74,Male,2,1,7,Casual labour in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,10888.0,Scheduled Tribe,train,7436731,2.936013306675216,2.9453642813702574
Kallakurichi,34,Rural,66,Male,2,7,5,Self-employed in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,8375.0,Scheduled Caste,train,2901441,1.1454857496570798,1.149134032937752
Kallakurichi,34,Rural,77,Male,2,1,2,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,5667.0,Other Backward Class,train,7085262,2.7972537279189273,2.8061627641163827
Kallakurichi,34,Rural,81,Male,2,1,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,10117.0,Scheduled Caste,train,8597049,3.3941055904992203,3.404915553593358
Kallakurichi,34,Rural,78,Male,2,1,2,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,3258.0,Scheduled Caste,train,3868588,1.5273143328761065,1.5321787105836693
Kallakurichi,34,Rural,61,Female,3,7,4,Casual labour in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,9383.0,Other Backward Class,train,4676861,1.8464196337705852,1.7080695294369217
Kallakurichi,34,Rural,63,Female,2,2,4,Casual labour in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,6258.0,Scheduled Tribe,train,5514875,2.1772666491030104,2.0141265575678737
Kallakurichi,34,Rural,69,Female,2,2,7,Casual labour in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,10888.0,Scheduled Tribe,holdout,7436731,2.936013306675216,2.7160211987739142
Kallakurichi,34,Rural,61,Female,3,1,1,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,4375.0,Other Backward Class,train,5177953,2.0442502101177054,1.8910768877151782
Kallakurichi,34,Rural,71,Female,3,7,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8067.0,Scheduled Caste,holdout,2901441,1.1454857496570798,1.0596558169163017
Kallakurichi,34,Rural,67,Female,2,2,2,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,5667.0,Other Backward Class,train,7085262,2.7972537279189273,2.5876587160228413
Kallakurichi,34,Rural,63,Female,2,2,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,10117.0,Scheduled Caste,train,8597049,3.3941055904992203,3.1397891534463302
Kallakurichi,34,Rural,70,Female,2,2,2,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,3258.0,Scheduled Caste,train,3868588,1.5273143328761065,1.412874422555069
Kallakurichi,34,Rural,60,Female,2,2,5,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,13842.0,Other Backward Class,train,2631921,1.0390795469296847,0.9612225088547965
Tiruvannamalai,05,Rural,58,Male,2,1,3,Regular wage/salary earning,Literate,Middle,Employed,Employed,0.0,7989.0,Scheduled Caste,train,2089107,0.8247771703814942,0.8274040217080023
Tiruvannamalai,05,Rural,54,Male,2,1,4,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,11103.0,Scheduled Caste,validation,2089107,0.8247771703814942,0.8274040217080023
Tiruvannamalai,05,Rural,50,Male,2,1,3,Regular wage/salary earning,Literate,Primary,Employed,Employed,0.0,6175.0,Scheduled Caste,train,4730613,1.8676408648814598,1.873589156201266
Tiruvannamalai,05,Rural,54,Male,2,1,4,Regular wage/salary earning,Literate,Below Primary,Employed,Employed,0.0,7037.0,Scheduled Caste,validation,1214617,0.4795294699396725,0.4810567341141017
Tiruvannamalai,05,Rural,48,Male,2,1,4,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,9378.0,Other Backward Class,train,3636580,1.4357178269308055,1.440290476870207
Tiruvannamalai,05,Rural,49,Male,2,1,3,Regular wage/salary earning,Literate,Middle,Employed,Employed,8500.0,6423.0,Other Backward Class,holdout,3636580,1.4357178269308055,1.440290476870207
Tiruvannamalai,05,Rural,45,Male,2,1,3,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,0.0,5918.0,Scheduled Caste,holdout,1314644,0.5190200206973645,0.5206730592134797
Tiruvannamalai,05,Rural,55,Male,2,1,4,Self-employed in agriculture,Literate,Primary,Employed,Employed,12500.0,9491.0,Other Backward Class,train,1927387,0.7609302903537621,0.7633537943186833
Tiruvannamalai,05,Rural,46,Male,2,1,4,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,10000.0,12461.0,Scheduled Caste,train,3386243,1.3368850517298263,1.3411429269446569
Tiruvannamalai,05,Rural,49,Male,2,1,3,Regular wage/salary earning,Literate,Secondary,Employed,Employed,50000.0,16292.0,Other Backward Class,train,2483345,0.9804219037995813,0.9835444715318359
Tiruvannamalai,05,Rural,54,Male,2,1,3,Regular wage/salary earning,Literate,Secondary,Employed,Employed,13500.0,7158.0,Scheduled Caste,validation,5253420,2.074044499599853,2.0806501704897133
Tiruvannamalai,05,Rural,50,Male,2,1,11,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,31142.0,Other Backward Class,train,1091727,0.4310126316598803,0.4323853734668508
Tiruvannamalai,05,Rural,57,Male,2,1,4,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,12711.0,Other Backward Class,train,2287007,0.9029078750407088,0.90578356660255
Tiruvannamalai,05,Rural,56,Male,2,3,3,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,15747.0,Other Backward Class,train,1453453,0.5738216628552266,0.5756492403517681
Tiruvannamalai,05,Rural,50,Male,2,1,5,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,6740.0,Other Backward Class,train,698785,0.27587955763157773,0.2767582126282792
Tiruvannamalai,05,Rural,46,Male,2,2,4,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,15180.0,Other Backward Class,train,2339812,0.9237552315820419,0.9266973203577626
Tiruvannamalai,05,Rural,46,Male,2,1,2,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,15000.0,9232.0,Other Backward Class,train,1311596,0.5178166736139826,0.5194658795629564
Tiruvannamalai,05,Rural,54,Male,2,1,3,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,5913.0,Scheduled Caste,train,1304161,0.5148813437042238,0.5165212008550687
Tiruvannamalai,05,Rural,46,Male,2,1,3,Self-employed in non-agriculture,Literate,Below Primary,Employed,Employed,0.0,10807.0,Other Backward Class,train,1304161,0.5148813437042238,0.5165212008550687
Tiruvannamalai,05,Rural,54,Male,2,1,3,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,13636.0,Scheduled Caste,train,1304161,0.5148813437042238,0.5165212008550687
Tiruvannamalai,05,Rural,46,Male,2,1,2,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,9050.0,Scheduled Caste,train,1304161,0.5148813437042238,0.5165212008550687
Tiruvannamalai,05,Rural,50,Male,2,1,3,Regular wage/salary earning,Literate,Middle,Employed,Employed,0.0,8858.0,Other Backward Class,train,835741,0.3299496374057434,0.33100050141341136
Tiruvannamalai,05,Rural,55,Male,2,1,3,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,14798.0,Other Backward Class,validation,617332,0.24372200186297235,0.24449823753835706
Tiruvannamalai,05,Rural,46,Male,2,1,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,9683.0,Other Backward Class,train,617332,0.24372200186297235,0.24449823753835706
Tiruvannamalai,05,Rural,59,Male,2,1,6,Self-employed in non-agriculture,Literate,Below Primary,Employed,Employed,0.0,11550.0,Other Backward Class,train,419064,0.1654460112041894,0.16597294391959927
Tiruvannamalai,05,Rural,47,Male,2,1,3,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,9536.0,Other Backward Class,train,1203688,0.47521471263183745,0.476728234638849
Tiruvannamalai,05,Rural,51,Male,2,1,4,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,9868.0,Other Backward Class,train,1203688,0.47521471263183745,0.476728234638849
Tiruvannamalai,05,Rural,50,Male,2,1,5,Regular wage/salary earning,Literate,Primary,Employed,Employed,0.0,9432.0,Scheduled Caste,holdout,1170837,0.46224517357797257,0.4637173886088804
Tiruvannamalai,05,Rural,20,Male,1,5,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,15000.0,11103.0,Scheduled Caste,train,2089107,0.8247771703814942,0.8274040217080023
Tiruvannamalai,05,Rural,15,Male,1,5,4,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,10519.0,Other Backward Class,train,1256567,0.49609128429264904,0.49767129656143005
Tiruvannamalai,05,Rural,23,Male,1,5,3,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,10000.0,5948.0,Other Backward Class,holdout,3117417,1.2307528394472693,1.2346726917964927
Tiruvannamalai,05,Rural,15,Male,1,5,4,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,9378.0,Other Backward Class,train,3636580,1.4357178269308055,1.440290476870207
Tiruvannamalai,05,Rural,21,Male,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,9491.0,Other Backward Class,train,1927387,0.7609302903537621,0.7633537943186833
Tiruvannamalai,05,Rural,22,Male,1,5,4,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,8540.0,Other Backward Class,train,1927387,0.7609302903537621,0.7633537943186833
Tiruvannamalai,05,Rural,18,Male,1,5,4,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,12461.0,Scheduled Caste,validation,3386243,1.3368850517298263,1.3411429269446569
Tiruvannamalai,05,Rural,22,Male,1,5,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,0.0,7402.0,Scheduled Caste,train,1523870,0.6016222178324268,0.603538337940648
Tiruvannamalai,05,Rural,20,Male,1,5,11,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,31142.0,Other Backward Class,train,1091727,0.4310126316598803,0.4323853734668508
Tiruvannamalai,05,Rural,17,Male,1,5,11,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,31142.0,Other Backward Class,train,1091727,0.4310126316598803,0.4323853734668508
Tiruvannamalai,05,Rural,23,Male,2,3,6,Self-employed in agriculture,Literate,Higher Secondary,Unemployed,Unemployed,0.0,10682.0,Other Backward Class,train,2287007,0.9029078750407088,0.90578356660255
Tiruvannamalai,05,Rural,21,Male,1,6,5,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,17044.0,Other Backward Class,holdout,1453453,0.5738216628552266,0.5756492403517681
Tiruvannamalai,05,Rural,17,Male,1,5,5,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,6740.0,Other Backward Class,train,698785,0.27587955763157773,0.2767582126282792
Tiruvannamalai,05,Rural,24,Male,2,3,5,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,8500.0,10628.0,Other Backward Class,train,840530,0.33184032939469227,0.3328972151097226
Tiruvannamalai,05,Rural,21,Male,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,7854.0,Other Backward Class,train,2300430,0.9082072608347495,0.9110998305293793
Tiruvannamalai,05,Rural,19,Male,1,5,3,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,10807.0,Other Backward Class,train,1304161,0.5148813437042238,0.5165212008550687
Tiruvannamalai,05,Rural,22,Male,1,5,3,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,13636.0,Scheduled Caste,validation,1304161,0.5148813437042238,0.5165212008550687
Tiruvannamalai,05,Rural,22,Male,1,6,2,Casual labour in non-agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,3653.0,Other Backward Class,validation,2001303,0.790112246723598,0.7926286929565074
Tiruvannamalai,05,Rural,18,Male,1,5,3,Casual labour in non-agriculture,Literate,Secondary,Employed,Employed,0.0,6028.0,Scheduled Caste,train,2001303,0.790112246723598,0.7926286929565074
Tiruvannamalai,05,Rural,18,Male,1,5,3,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,9536.0,Other Backward Class,train,1203688,0.47521471263183745,0.476728234638849
Tiruvannamalai,05,Rural,23,Male,1,5,4,Self-employed in agriculture,Literate,Middle,Unemployed,Unemployed,0.0,9868.0,Other Backward Class,train,1203688,0.47521471263183745,0.476728234638849
Tiruvannamalai,05,Rural,18,Male,1,5,4,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,9868.0,Other Backward Class,train,1203688,0.47521471263183745,0.476728234638849
Tiruvannamalai,05,Rural,29,Female,2,2,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,28433.0,Other Backward Class,train,1521799,0.6008045892859426,0.5557869908529628
Tiruvannamalai,05,Rural,44,Female,3,1,3,Regular wage/salary earning,Literate,Middle,Employed,Employed,5000.0,4519.0,Other Backward Class,train,1813681,0.7160392852805907,0.6623872833121801
Tiruvannamalai,05,Rural,30,Female,1,1,1,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,26000.0,6668.0,Scheduled Caste,holdout,1256567,0.49609128429264904,0.4589197336409965
Tiruvannamalai,05,Rural,39,Female,2,2,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,10519.0,Other Backward Class,holdout,1256567,0.49609128429264904,0.4589197336409965
Tiruvannamalai,05,Rural,29,Female,2,4,6,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,11562.0,Other Backward Class,validation,3117417,1.2307528394472693,1.1385339415151872
Tiruvannamalai,05,Rural,44,Female,2,2,4,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,9378.0,Other Backward Class,train,3636580,1.4357178269308055,1.3281411376903698
Tiruvannamalai,05,Rural,44,Female,2,2,3,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,6423.0,Other Backward Class,train,3636580,1.4357178269308055,1.3281411376903698
Tiruvannamalai,05,Rural,35,Female,2,2,3,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,0.0,5918.0,Scheduled Caste,train,1314644,0.5190200206973645,0.48013044613835487
